Grado,POBTOT_BC,PROM_HNV_BC
Secundaria,5.689885401,1.267275796
Secundaria,5.034174294,1.267275796
Primaria,6.03752128,1.281637601
Primaria,4.653472245,1.38804029
Primaria,4.430276068,1.173842539
Secundaria,5.7808717,1.215761286
Primaria,4.423377251,1.368088572
Primaria,4.940031497,1.394626303
Primaria,5.334666233,1.241766492
Primaria,5.116360353,1.38804029
Primaria,5.557248719,1.347839081
Primaria,4.93733344,1.327282089
Primaria,5.606518949,1.374771764
Primaria,5.825616708,1.267275796
Secundaria,5.957035995,1.162176907
Primaria,5.337138663,1.414195317
Primaria,5.090846562,1.30289662
Primaria,5.716647997,1.270880677
Primaria,5.245768096,1.364734593
Primaria,3.396450511,1.532029678
Primaria,3.993422673,1.371434282
Secundaria,4.981411211,1.215761286
Primaria,3.833876737,1.30289662
Secundaria,4.630017604,1.162176907
Secundaria,4.119387026,0.880026706
Primaria,3.846328444,1.30289662
Primaria,4.870104264,1.316885106
Secundaria,5.415956353,1.263661204
Primaria,5.463903723,1.306407375
Primaria,5.231231943,1.256402655
Primaria,4.123287931,1.256402655
Secundaria,5.361594717,1.208237209
Primaria,4.817392782,1.368088572
Secundaria,5.156238677,1.316885106
Secundaria,5.428735669,1.263661204
Primaria,2.744457462,1.394626303
Primaria,4.007757191,1.705053943
Primaria,4.070452766,1.468164723
Secundaria,3.03706367,1.57013356
Primaria,2.674916838,1.150407716
Primaria,5.123332195,1.29937669
Primaria,5.111873655,1.267275796
Secundaria,4.385095174,1.138532969
Primaria,5.00093295,1.263661204
Primaria,5.043817989,1.446199256
Primaria,5.138220549,1.501986959
Primaria,4.99933381,1.341021411
Primaria,4.5324183,1.443032374
Secundaria,5.495201074,1.278061524
Primaria,5.357273514,1.245440562
Primaria,4.887235079,1.341021411
Primaria trunca,3.272035984,1.540916462
Primaria,4.812850725,1.5110687
Secundaria,5.231740271,1.106335081
Secundaria,5.941807637,1.185406552
Secundaria,5.449423321,1.150407716
Secundaria,5.864871118,1.138532969
Secundaria,5.236292186,1.110403056
Primaria,5.048937147,1.150407716
Primaria,4.623590097,1.110403056
Secundaria,3.617792274,1.2923091
Primaria,4.809418698,1.230683332
Primaria,5.028906087,1.230683332
Primaria,4.107527332,1.361372298
Primaria,5.528756877,1.185406552
Primaria,4.834089717,1.16996538
Secundaria,5.339598759,1.138532969
Primaria,4.325126258,1.219507466
Secundaria,3.685258263,1.334169206
Secundaria,3.814712137,1.017860419
Primaria,4.634789391,1.154342408
Primaria,3.344056723,0.927623138
Primaria,5.361985676,1.344434539
Secundaria,3.78819356,0.918243567
Primaria,4.895108744,1.446199256
Primaria,4.793105253,1.374771764
Primaria,5.181559124,1.364734593
Primaria,5.352117172,1.334169206
Secundaria,4.5070799,1.327282089
Secundaria,5.049664329,1.270880677
Primaria,5.812994951,1.358001645
Primaria,5.090175354,1.288761336
Primaria,5.059738696,1.267275796
Primaria,5.213635215,1.334169206
Primaria,4.898031393,1.260036842
Secundaria,5.063996729,1.238082304
Primaria,4.651939425,1.341021411
Primaria,5.155057145,1.420656386
Primaria,5.387123332,1.2923091
Primaria,6.079404498,1.334169206
Primaria,5.812241471,1.381422222
Primaria,4.726435519,1.223243158
Secundaria,5.414203384,1.267275796
Primaria,5.17648193,1.334169206
Primaria,5.409615916,1.354622588
Primaria,5.543215654,1.313401568
Primaria,4.930983542,1.30289662
Primaria,5.550151493,1.371434282
Primaria,4.718342363,1.439858144
Secundaria,5.210464934,1.238082304
Primaria,4.99933381,1.410953269
Primaria,5.192662435,1.330730036
Secundaria,5.25652061,1.256402655
Primaria,4.859762596,1.260036842
Primaria,4.091335254,1.285204187
Primaria,5.079314874,1.397907394
Primaria,4.918048946,1.354622588
Primaria,4.536216388,1.397907394
Primaria trunca,2.164451056,1.30289662
Primaria,4.131013223,1.427087009
Primaria,2.358194492,1.662413019
Primaria,4.988000087,1.278061524
Primaria,4.569280599,1.378101063
Primaria,4.740966102,1.378101063
Secundaria,4.91335133,1.226968426
Primaria,5.252637309,1.320359673
Primaria,4.809418698,1.278061524
Primaria,5.729470848,1.306407375
Primaria,4.797817113,1.471274113
Primaria,5.546429364,1.361372298
Primaria,5.355296699,1.368088572
Primaria,5.21678564,1.381422222
Primaria,6.048486518,1.263661204
Secundaria,5.906522254,1.245440562
Primaria,4.787156649,1.423875484
Primaria,5.051839749,1.401180595
Primaria,5.153279674,1.344434539
Primaria,5.579172978,1.330730036
Primaria trunca,3.272035984,1.823340457
Primaria trunca,2.164451056,1.181563055
Primaria,3.852460646,1.344434539
Primaria,5.180435256,1.374771764
Primaria,4.551154884,1.249104573
Primaria,4.705971745,1.38804029
Primaria,4.878234864,1.364734593
Primaria,4.645764908,1.341021411
Primaria,3.852460646,1.114458515
Primaria,4.530509508,1.323825317
Primaria,4.81398986,1.43667653
Primaria,4.719699636,1.274475901
Primaria,5.039389396,1.313401568
Primaria,4.986360659,1.394626303
Primaria,4.579878396,1.263661204
Primaria,4.860805873,1.371434282
Primaria,5.544289301,1.274475901
Primaria,4.572835765,1.410953269
Primaria,3.571635424,1.288761336
Primaria,3.155830429,1.439858144
Secundaria,5.311839045,1.241766492
Secundaria,5.485296313,1.118501539
Secundaria,5.165593173,1.260036842
Secundaria,5.955503556,1.189238969
Secundaria,5.610499263,1.193060373
Primaria,6.095152762,1.274475901
Secundaria,6.152050601,1.226968426
Primaria,4.91429421,1.354622588
Secundaria,6.17858731,1.327282089
Primaria,5.53206913,1.270880677
Primaria,6.080642774,1.337599649
Secundaria,5.64898254,1.2923091
Primaria,4.872148633,1.2923091
Secundaria,5.024347419,1.309909008
Secundaria,4.52280834,1.150407716
Secundaria,4.43709176,1.295847534
Secundaria,4.816260878,1.219507466
Secundaria,5.32549318,1.245440562
Secundaria,4.927320281,1.16607686
Primaria,5.280129692,1.358001645
Primaria,5.225091489,1.361372298
Secundaria,4.930983542,1.274475901
Secundaria,4.961130324,1.208237209
Primaria,5.342046638,1.30289662
Primaria,4.827473461,1.407703493
Secundaria,4.459234333,1.212004555
Primaria,4.67005593,1.252758585
Secundaria,5.369355339,1.200670413
Secundaria,4.509070326,1.334169206
Primaria,4.99531432,1.278061524
Primaria,4.123287931,1.260036842
Secundaria,4.620347961,1.278061524
Primaria,4.779930261,1.320359673
Secundaria,4.862886302,1.219507466
Secundaria,5.214161658,1.173842539
Secundaria,4.876213875,1.230683332
Primaria,4.639520083,1.285204187
Secundaria,4.017126619,1.154342408
Primaria,3.916136806,1.587372819
Primaria,3.905043792,1.505020863
Primaria,5.123961302,1.334169206
Secundaria,4.443826228,1.330730036
Primaria,3.953437466,1.327282089
Primaria,4.892169842,1.351235081
Primaria,4.797817113,1.334169206
Primaria,3.937732104,1.480560247
Primaria,4.175349607,1.341021411
Primaria,4.226431692,1.249104573
Secundaria,4.480539418,1.241766492
Secundaria,4.258155964,1.181563055
Primaria,4.567494432,1.334169206
Primaria,4.267344486,1.316885106
Primaria,5.481031899,1.401180595
Primaria,5.334252954,1.278061524
Primaria,5.106046567,1.189238969
Secundaria,6.021201761,1.223243158
Primaria,3.456495985,1.391337282
Primaria,4.994506683,1.238082304
Secundaria,4.585102205,1.288761336
Primaria,4.095424966,1.267275796
Secundaria,2.555818145,1.274475901
Primaria,3.256633169,1.154342408
Primaria,4.245673486,1.102254504
Secundaria,4.103520642,1.150407716
Primaria,6.208978118,1.309909008
Secundaria,3.173729076,0.973526213
Secundaria,4.815126575,1.189238969
Primaria,3.396450511,1.610030895
Secundaria,4.17889751,1.098161242
Secundaria,2.164451056,0.973526213
Primaria,4.138638601,1.245440562
Primaria,3.173729076,1.102254504
Primaria,2.358194492,1.181563055
Secundaria,4.061889821,1.2923091
Primaria,2.299089791,1.361372298
Primaria,3.240862021,1.077501652
Secundaria,3.467862138,1.077501652
Primaria,3.983672621,1.181563055
Primaria,3.953437466,1.256402655
Secundaria,3.479030753,0.825546778
Primaria,4.232916654,1.344434539
Secundaria,5.256036845,1.00030762
Secundaria,5.671829476,1.196870832
Secundaria,5.247740373,1.154342408
Secundaria,4.588557546,1.118501539
Secundaria,5.989067102,1.193060373
Secundaria,5.700199385,1.223243158
Secundaria,4.915235406,1.270880677
Primaria,4.877225333,1.238082304
Secundaria,5.5846224,1.260036842
Secundaria,5.798616661,1.208237209
Primaria,5.648122509,1.267275796
Secundaria,5.519528017,1.260036842
Secundaria,5.505196816,1.146461296
Primaria,5.452029502,1.223243158
Secundaria,5.90713378,1.267275796
Secundaria,5.386380238,1.142503073
Secundaria,5.094855464,1.249104573
Secundaria,6.129170879,1.16607686
Secundaria,6.050169697,1.162176907
Primaria,6.041597953,1.238082304
Secundaria,5.773379323,1.245440562
Secundaria,6.518198389,1.193060373
Secundaria,5.620647754,1.16607686
Secundaria,6.530500451,1.196870832
Secundaria,5.791569601,1.185406552
Secundaria,5.903698424,1.245440562
Primaria,5.680744313,1.281637601
Secundaria,5.589034822,1.2923091
Secundaria,5.425314787,1.138532969
Secundaria,5.257969102,1.073330462
Primaria,4.781141426,1.288761336
Primaria,5.499047589,1.260036842
Primaria,2.299089791,1.615638269
Primaria,5.048208939,1.177708407
Primaria,5.499930888,1.29937669
Secundaria,4.810565154,1.245440562
Secundaria,2.511249635,1.256402655
Primaria,4.885248213,1.306407375
Secundaria,5.310105479,1.162176907
Preparatoria,5.618818772,0.908795244
Secundaria,5.416655777,1.177708407
Secundaria,4.975576864,1.234387937
Secundaria,4.443826228,1.110403056
Secundaria,4.70874522,1.256402655
Secundaria,5.504614559,1.126550609
Secundaria,4.336017474,1.114458515
Primaria,4.503077682,1.341021411
Secundaria,2.710546369,1.477471841
Secundaria,4.585102205,1.200670413
Secundaria,4.697565419,1.150407716
Secundaria,4.514999448,1.16607686
Primaria,4.843862689,1.295847534
Secundaria,5.162105424,1.154342408
Primaria,3.408914121,1.344434539
Secundaria,4.881251965,1.193060373
Secundaria,4.730437233,1.085804493
Secundaria,4.49089651,1.344434539
Preparatoria,6.190750755,0.870292176
Secundaria,4.932805643,1.193060373
Secundaria,4.882253858,1.204459184
Secundaria,6.014634145,1.177708407
Primaria,5.086806075,1.267275796
Secundaria,5.236795412,1.16607686
Primaria,5.734501959,1.234387937
Secundaria,4.887235079,1.138532969
Primaria,4.030911393,1.477471841
Primaria,4.423377251,0.870292176
Primaria,3.581140043,1.707676533
Primaria,4.77383318,1.5080481
Primaria,5.026631768,1.364734593
Primaria,5.511555416,1.281637601
Primaria,5.149107891,1.267275796
Primaria,5.123332195,1.256402655
Primaria trunca,4.457058788,1.593072026
Primaria,4.920847535,1.12253221
Primaria,4.488840328,1.526073241
Primaria trunca,5.030416768,1.552677371
Primaria,3.444925472,1.384735284
Primaria,5.233262172,1.285204187
Primaria,4.97891876,1.354622588
Primaria,5.032674556,1.334169206
Primaria,4.903828616,1.337599649
Primaria,5.452029502,1.358001645
Primaria,5.16093749,1.394626303
Primaria,4.576368272,1.433487494
Primaria,5.783288589,1.295847534
Primaria,4.569280599,1.532029678
Primaria,3.408914121,1.2923091
Primaria,3.660800364,1.564339223
Primaria,4.926400465,1.358001645
Primaria,4.664083501,1.446199256
Primaria,4.066186703,1.263661204
Primaria,4.753845286,1.358001645
Primaria,2.637393466,1.689214902
Primaria,2.412878417,1.852026875
Primaria trunca,2.992328459,1.861462435
Primaria,3.978737655,1.48978403
Primaria,2.358194492,1.048020797
Primaria,3.370781036,1.552677371
Primaria trunca,4.382614713,1.417429676
Primaria,2.837311238,0.779173765
Primaria trunca,3.635349926,1.384735284
Primaria,2.358194492,1.181563055
Primaria,3.59973178,1.452511122
Secundaria,6.025151804,1.193060373
Secundaria,3.905043792,1.173842539
Primaria,5.994421208,1.185406552
Primaria,2.511249635,1.57013356
Secundaria,2.086754338,1.520090993
Primaria,5.958780895,1.208237209
Secundaria,2.086754338,1.274475901
Secundaria,4.880248173,1.193060373
Secundaria,5.402112952,1.048020797
Secundaria,5.637897086,1.193060373
Secundaria,4.216566731,1.150407716
Secundaria,6.446891366,1.130556816
Preparatoria,6.721651658,1.056511789
Secundaria,6.380474243,1.173842539
Preparatoria,6.795258524,1.102254504
Preparatoria,6.703713435,1.026548977
Secundaria,5.985905054,1.102254504
Secundaria,6.113262376,1.208237209
Secundaria,6.297776779,1.142503073
Preparatoria,7.141691504,1.056511789
Secundaria,5.643798506,1.223243158
Secundaria,6.210563728,1.16607686
Preparatoria,5.289721206,0.991441664
Preparatoria,4.772605428,0.964474883
Secundaria,5.338780091,1.200670413
Secundaria,5.21678564,1.200670413
Secundaria,4.095424966,1.158265447
Preparatoria,5.888669668,0.880026706
Primaria,4.554827658,1.150407716
Preparatoria,4.514999448,0.894491454
Preparatoria,4.930070117,0.855550319
Primaria,5.508386658,1.208237209
Secundaria,4.81170916,1.200670413
Secundaria,4.944497665,1.162176907
Primaria,3.899420391,1.181563055
Primaria trunca,4.63794771,1.564339223
Primaria,5.081368791,1.404445948
Primaria,5.859059868,1.410953269
Primaria,5.774527404,1.517090116
Primaria,5.838039594,1.371434282
Primaria,5.981067341,1.309909008
Primaria,3.724007278,1.337599649
Secundaria,2.837311238,1.181563055
Primaria,4.97808529,1.468164723
Primaria,5.236292186,1.368088572
Primaria,4.138638601,1.561432948
Primaria,5.182120123,1.371434282
Primaria,5.13330594,1.344434539
Primaria,5.126469999,1.334169206
Primaria,5.947202733,1.337599649
Primaria trunca,4.446053321,1.465048269
Primaria trunca,4.196321477,1.796527611
Primaria,4.057561689,1.309909008
Primaria,4.359791028,1.371434282
Primaria,3.316191066,1.204459184
Primaria,4.482626181,1.341021411
Primaria trunca,5.080685064,1.601577287
Primaria,4.549309357,1.532029678
Primaria trunca,4.795466356,1.505020863
Secundaria,2.555818145,1.384735284
Primaria,4.701784821,1.449358826
Primaria trunca,3.344056723,1.62122318
Primaria,3.708795374,1.595912894
Primaria trunca,3.685258263,1.498946356
Primaria trunca,2.412878417,1.520090993
Primaria trunca,3.55218816,1.505020863
Primaria,4.007757191,1.313401568
Primaria,4.683259841,1.420656386
Primaria,3.7461495,1.288761336
Primaria,5.03641578,1.327282089
Primaria,3.561986224,1.378101063
Primaria,3.137438665,1.384735284
Primaria,4.430276068,1.249104573
Preparatoria,1.790213214,1.30289662
Primaria,4.910512528,1.598747973
Primaria,2.000112052,0.973526213
Secundaria,6.334208656,1.146461296
Primaria,5.857424677,1.12253221
Preparatoria,3.316191066,0.908795244
Primaria,5.200291942,1.181563055
Primaria,5.778928955,1.158265447
Primaria,4.057561689,1.252758585
Primaria,4.665582736,1.234387937
Secundaria,4.567494432,1.085804493
Primaria,4.677430826,1.281637601
Primaria,3.708795374,1.193060373
Secundaria,4.311215119,1.130556816
Primaria,4.719699636,1.162176907
Primaria,4.499046647,1.12253221
Primaria,5.514703358,1.173842539
Secundaria,5.00570107,1.215761286
Secundaria,4.567494432,1.150407716
Primaria,4.943607468,1.085804493
Primaria,5.838893735,1.150407716
Primaria,5.467692992,1.173842539
Primaria,4.138638601,1.270880677
Secundaria,6.109808625,1.12253221
Primaria,5.825763132,1.13455091
Secundaria,4.710126668,1.158265447
Primaria,5.52290461,1.126550609
Secundaria,4.674492807,1.150407716
Primaria,4.723751199,1.226968426
Primaria,3.973761886,0.982514831
Secundaria,4.044385355,1.158265447
Primaria,5.322961584,1.13455091
Secundaria,5.366265799,1.094055211
Primaria,5.054726112,1.154342408
Primaria,3.058370539,1.288761336
Primaria,3.500801004,1.238082304
Primaria,5.197580348,1.219507466
Secundaria,4.744862191,1.094055211
Secundaria,4.796643023,1.142503073
Primaria,3.155830429,0.840636642
Secundaria,3.330272376,1.085804493
Primaria,4.138638601,1.146461296
Secundaria,5.129588615,1.142503073
Secundaria,4.633203395,1.219507466
Secundaria,4.446053321,1.098161242
Primaria,5.330517781,1.185406552
Secundaria,3.635349926,1.060736729
Primaria,4.598795845,1.212004555
Primaria,3.03706367,1.081659632
Primaria,5.608161974,1.177708407
Primaria,5.236292186,1.158265447
Primaria,5.258932435,1.142503073
Secundaria,4.44827166,1.158265447
Primaria,4.452682341,1.278061524
Primaria,2.944445342,1.181563055
Primaria,4.772605428,1.219507466
Primaria,5.57667509,1.274475901
Primaria trunca,2.744457462,1.030871661
Primaria trunca,3.685258263,1.635088435
Primaria,5.482254162,1.230683332
Secundaria,2.744457462,0.805145022
Primaria,5.702311611,1.270880677
Secundaria,5.921328244,1.249104573
Secundaria,4.123287931,1.130556816
Primaria,3.224705245,1.384735284
Secundaria,3.794930974,1.230683332
Primaria,5.120807983,1.263661204
Primaria,5.871800069,1.270880677
Primaria,2.511249635,1.791597778
Primaria,4.115460181,1.351235081
Primaria,3.099066523,1.181563055
Primaria,4.22968321,1.263661204
Primaria,4.057561689,1.267275796
Primaria,3.015064485,1.150407716
Secundaria,6.612918056,1.043754554
Secundaria,6.222270056,1.004718045
Primaria,6.158840963,1.281637601
Secundaria,6.091228844,1.212004555
Secundaria,5.517263645,1.16996538
Primaria,5.951538524,1.196870832
Secundaria,6.424011287,1.16996538
Primaria,5.904190806,1.226968426
Primaria,6.0828628,1.208237209
Secundaria,6.102582036,1.196870832
Primaria,5.093522643,1.358001645
Secundaria,6.036883699,1.150407716
Primaria,5.927092515,1.226968426
Primaria,5.332181349,1.196870832
Primaria,2.299089791,1.707676533
Primaria,5.215212894,1.226968426
Primaria,3.421142295,1.29937669
Secundaria,5.557509556,1.234387937
Primaria,5.440189636,1.204459184
Secundaria,6.002480192,1.189238969
Primaria,5.472699512,1.212004555
Primaria,5.217308797,1.374771764
Primaria,3.753358144,1.219507466
Primaria,5.675091,1.230683332
Primaria,4.103520642,1.443032374
Primaria,5.127719735,1.212004555
Primaria,4.659560985,1.274475901
Primaria,5.402832514,1.208237209
Primaria,5.046018131,1.274475901
Primaria,5.390453352,1.241766492
Primaria,5.188250357,1.29937669
Secundaria,6.563222061,1.146461296
Secundaria,4.941822529,1.215761286
Primaria,5.290173362,1.407703493
Secundaria,3.571635424,1.089936323
Primaria,5.83746927,1.13455091
Primaria trunca,3.54223676,1.495899021
Primaria,4.597102583,1.320359673
Primaria,4.558476318,1.344434539
Primaria,5.060450817,1.270880677
Secundaria,2.919184899,0.955359893
Primaria,4.975576864,1.285204187
Primaria,5.340007584,1.226968426
Primaria,5.146106936,1.285204187
Preparatoria,4.558476318,0.870292176
Primaria,5.24823223,1.306407375
Primaria,5.993315314,1.267275796
Secundaria,5.409615916,1.226968426
Primaria,4.044385355,1.234387937
Secundaria,1.90231005,0.725577031
Secundaria,5.268936744,1.12253221
Preparatoria,5.37547664,0.991441664
Secundaria,4.664083501,1.173842539
Preparatoria,4.788351654,0.927623138
Primaria,3.781381765,1.267275796
Secundaria,5.456878578,1.189238969
Secundaria,5.289721206,1.215761286
Secundaria,5.339598759,1.185406552
Secundaria,2.89295941,1.223243158
Secundaria,6.087350202,1.102254504
Preparatoria,2.164451056,0.855550319
Secundaria,4.703184048,1.16996538
Secundaria,4.825249691,1.142503073
Secundaria,5.24823223,1.118501539
Secundaria,6.039790792,1.126550609
Secundaria,5.970276566,1.12253221
Secundaria,6.326759097,1.185406552
Secundaria,5.092854931,1.189238969
Secundaria,3.774493997,1.162176907
Secundaria,3.444925472,1.354622588
Secundaria,5.143693352,1.193060373
Secundaria,3.899420391,1.126550609
Primaria,3.983672621,1.29937669
Secundaria,3.408914121,1.30289662
Secundaria,3.467862138,1.13455091
Secundaria,2.511249635,0.855550319
Secundaria,5.487716264,1.212004555
Secundaria,4.43482898,1.106335081
Secundaria,4.983891808,1.150407716
Secundaria,4.983066253,1.204459184
Secundaria,3.617792274,1.030871661
Preparatoria,5.05902559,0.884866413
Preparatoria,5.336727451,0.855550319
Primaria,3.808188788,1.16996538
Primaria,5.274098083,1.337599649
Primaria,4.478444872,1.29937669
Primaria,3.155830429,1.694514429
Primaria,4.404558822,1.430291
Primaria,4.832992689,1.263661204
Primaria,4.951565356,1.48978403
Primaria,5.316575287,1.354622588
Primaria,4.775058136,1.351235081
Primaria,5.453003214,1.270880677
Primaria,4.551154884,1.495899021
Primaria,4.56390475,1.407703493
Primaria,4.41873089,1.374771764
Primaria,4.740966102,1.449358826
Primaria,5.07794102,1.414195317
Primaria,5.34891696,1.274475901
Primaria,4.119387026,1.13455091
Secundaria,4.255060446,1.320359673
Primaria,5.254582732,1.354622588
Primaria,5.48650781,1.347839081
Primaria,5.536722504,1.354622588
Primaria,5.564498601,1.278061524
Secundaria,5.790305325,1.309909008
Primaria,5.619047784,1.374771764
Secundaria,4.387564873,1.306407375
Primaria,4.503077682,1.48978403
Primaria,4.856620417,1.461924717
Primaria,5.275496491,1.401180595
Primaria,5.066112616,1.374771764
Primaria,4.858717266,1.381422222
Primaria,4.327868507,1.374771764
Primaria,3.191159381,1.486716307
Primaria,4.655000789,1.30289662
Secundaria,4.026351678,1.267275796
Primaria,5.266572898,1.341021411
Primaria,4.048809909,1.443032374
Primaria,5.09751075,1.414195317
Primaria,5.214687551,1.327282089
Secundaria,3.370781036,1.371434282
Primaria,4.370047793,1.263661204
Primaria,4.53432058,1.351235081
Primaria,4.134838246,1.430291
Primaria,4.578126115,1.420656386
Primaria,4.552994305,1.443032374
Primaria,4.251948309,1.358001645
Primaria,5.17020648,1.347839081
Primaria,3.753358144,1.612837402
Primaria,2.807714735,1.181563055
Primaria,5.331765982,1.358001645
Primaria,5.437853466,1.361372298
Primaria,4.93733344,1.381422222
Primaria,4.798988639,1.208237209
Primaria,4.903828616,1.394626303
Primaria,4.746154672,1.407703493
Primaria,4.409322297,1.455656179
Primaria,5.599889016,1.374771764
Secundaria,5.25652061,1.267275796
Primaria,4.910512528,1.397907394
Secundaria,5.15918053,1.252758585
Primaria,5.037160789,1.443032374
Primaria,4.46998774,1.439858144
Primaria,4.47423221,1.423875484
Primaria,4.661072648,1.465048269
Primaria,4.889214512,1.327282089
Primaria,5.252149768,1.394626303
Primaria,5.565268853,1.368088572
Primaria,5.382647744,1.534998293
Primaria,5.446803035,1.433487494
Primaria,5.563984405,1.455656179
Secundaria,4.776280311,1.306407375
Primaria,5.204063832,1.446199256
Primaria,3.444925472,1.323825317
Primaria,4.996120706,1.354622588
Primaria,4.538105768,1.371434282
Primaria,5.07794102,1.540916462
Primaria,4.716981685,1.514082695
Primaria,4.583366408,1.452511122
Primaria,4.484705217,1.368088572
Primaria,5.297352425,1.270880677
Primaria,4.41404611,1.635088435
Secundaria,5.302228482,1.185406552
Primaria,4.766424323,1.404445948
Primaria,4.581625149,1.278061524
Secundaria,3.724007278,1.249104573
Primaria,4.325126258,1.514082695
Primaria,3.753358144,1.468164723
Primaria,4.626813241,1.414195317
Primaria,4.22968321,1.461924717
Secundaria,4.057561689,1.364734593
Primaria,4.618719703,1.306407375
Primaria,5.011991254,1.552677371
Primaria,4.80015761,1.455656179
Primaria,5.178179997,1.330730036
Secundaria,5.435505989,1.252758585
Primaria,5.618131067,1.238082304
Primaria,4.51891754,1.337599649
Primaria,3.808188788,1.404445948
Primaria,4.43709176,1.427087009
Secundaria,5.882126833,1.212004555
Secundaria,5.854548768,1.226968426
Primaria,4.171780094,1.316885106
Primaria,5.635913327,1.263661204
Primaria,1.90231005,1.048020797
Primaria,5.603215627,1.313401568
Secundaria,4.857669875,1.245440562
Primaria,4.664083501,1.316885106
Primaria,6.050876465,1.263661204
Primaria,4.547457686,1.341021411
Secundaria,4.63794771,1.16996538
Primaria,4.986360659,1.313401568
Primaria,3.015064485,1.468164723
Primaria,3.421142295,1.446199256
Primaria,3.511414706,1.626785819
Primaria,3.858532,1.446199256
Secundaria,4.057561689,1.085804493
Secundaria,2.086754338,0.894491454
Primaria,3.669059571,1.397907394
Primaria,4.73572727,1.256402655
Primaria,2.674916838,1.458794032
Primaria,3.408914121,1.640596224
Secundaria,2.358194492,0.725577031
Primaria,4.095424966,1.094055211
Secundaria,2.944445342,0.995882196
Primaria,2.674916838,1.520090993
Primaria,4.157280798,1.558520566
Primaria,4.574604833,1.529054671
Primaria,3.669059571,1.710294248
Primaria,4.149894669,1.681227943
Primaria trunca,4.189414038,1.733637431
Primaria,4.837367325,1.295847534
Primaria,2.807714735,1.341021411
Primaria,4.446053321,1.564339223
Primaria trunca,4.276389391,1.607218723
Primaria,2.463735744,1.910004933
Primaria,4.333313997,1.543866075
Primaria,3.998238992,1.791597778
Primaria trunca,2.744457462,1.92582804
Primaria trunca,3.652430945,1.861462435
Primaria trunca,3.78819356,1.746440959
Primaria trunca,2.000112052,2.01940016
Primaria,1.659178241,1.791597778
Primaria trunca,2.865695503,1.341021411
Primaria,2.865695503,1.584514428
Primaria,2.968806696,1.856752435
Primaria,2.555818145,1.267275796
Primaria,4.673017848,1.593072026
Secundaria,5.726571119,1.241766492
Secundaria,6.000899945,1.181563055
Primaria,5.365102188,1.204459184
Secundaria,4.5070799,1.138532969
Primaria,5.881480221,1.241766492
Secundaria,5.99028506,1.200670413
Primaria,5.556987738,1.223243158
Primaria,5.743001066,1.29937669
Secundaria,6.026647266,1.219507466
Primaria,6.164373105,1.252758585
Secundaria,6.058315938,1.173842539
Primaria,5.100152344,1.230683332
Primaria,5.638116987,1.306407375
Primaria,5.554107459,1.223243158
Secundaria,4.72777271,1.274475901
Primaria,5.792830388,1.208237209
Primaria,5.499342202,1.241766492
Primaria,4.64886086,1.30289662
Primaria,5.691849043,1.223243158
Primaria,4.899002027,1.309909008
Primaria,5.257486738,1.295847534
Secundaria,5.32126662,1.189238969
Primaria,4.499046647,1.274475901
Secundaria,5.262767288,1.138532969
Primaria,4.91429421,1.212004555
Secundaria,5.627443779,1.230683332
Secundaria,4.69045958,1.241766492
Primaria,4.061889821,1.381422222
Secundaria,5.032674556,1.196870832
Primaria,5.520374402,1.278061524
Primaria,5.520656198,1.330730036
Primaria,5.902465095,1.29937669
Primaria,5.560628495,1.274475901
Primaria,5.221992865,1.142503073
Primaria,4.494986392,1.30289662
Preparatoria,5.743001066,0.959925405
Secundaria,5.756315674,1.260036842
Primaria,4.850279789,1.337599649
Secundaria,5.835753981,1.200670413
Primaria,5.643146449,1.347839081
Primaria,5.443838169,1.309909008
Primaria,3.685258263,1.098161242
Primaria trunca,3.899420391,1.468164723
Secundaria,2.086754338,1.114458515
Primaria,3.155830429,1.384735284
Primaria,3.240862021,1.313401568
Primaria,2.837311238,1.081659632
Secundaria,3.988567419,1.150407716
Primaria,5.123961302,1.471274113
Primaria,3.55218816,1.368088572
Secundaria,6.82522331,1.16607686
Secundaria,6.417187666,1.181563055
Secundaria,6.200523697,1.219507466
Secundaria,6.769546556,1.193060373
Secundaria,6.373658169,1.177708407
Secundaria,6.334299233,1.185406552
Primaria,6.352676841,1.219507466
Primaria,5.491922105,1.181563055
Secundaria,6.277095957,1.150407716
Secundaria,5.832015103,1.12253221
Primaria,6.674173821,1.16996538
Secundaria,6.097537709,1.126550609
Secundaria,6.942525407,1.154342408
Primaria,6.435842509,1.215761286
Secundaria,5.592196167,1.052273176
Primaria,6.194939674,1.181563055
Primaria,6.029808265,1.295847534
Primaria,4.571061031,1.173842539
Primaria,5.204063832,1.368088572
Primaria,5.361203447,1.2923091
Primaria,4.461401509,1.361372298
Primaria,4.72509502,1.29937669
Primaria,5.026631768,1.320359673
Primaria,4.359791028,1.226968426
Secundaria,2.511249635,1.430291
Primaria,4.987181018,1.347839081
Primaria,4.486776582,1.274475901
Primaria,4.892169842,1.465048269
Secundaria,4.969676575,1.245440562
Primaria,4.99288764,1.288761336
Primaria,5.073103402,1.274475901
Primaria,4.656525078,1.351235081
Primaria,4.869079118,1.374771764
Primaria,4.910512528,1.371434282
Primaria,3.840134213,1.29937669
Primaria,4.03543658,1.316885106
Primaria,3.511414706,1.323825317
Primaria,3.444925472,1.368088572
Primaria,5.104089358,1.364734593
Secundaria,3.685258263,1.114458515
Primaria,4.196321477,1.371434282
